split,image,sha1,width_height,label,visible_count,visible_indices,stem_tokens,pitch_end,camera_angle,venue,review_notes
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\08fd33_6_4_png.rf.876e9bf47c421c7b3224161675460670.jpg,ac77375362e0c27c72bb70ecb82a4c45ce1d0740,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\08fd33_6_4_png.rf.876e9bf47c421c7b3224161675460670.txt,6,"13,14,15,16,30,31",08|fd|33|6|4|png|rf|876|e|9|bf|47|c|421|c|7|b|3224161675460670,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\08fd33_6_6_png.rf.6c5cbc98f4a71e1385dd83d2d9a61774.jpg,2e86473ed7e2c6372600aa783f4ab0eb5e55e137,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\08fd33_6_6_png.rf.6c5cbc98f4a71e1385dd83d2d9a61774.txt,13,"0,1,6,8,9,10,11,13,14,15,16,30,31",08|fd|33|6|6|png|rf|6|c|5|cbc|98|f|4|a|71|e|1385|dd|83|d|2|d|9|a|61774,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\08fd33_6_7_png.rf.6df10d3ab88b25709195c4a1d8815f69.jpg,08c41e706818d3439264170ea36ae99f57ba3461,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\08fd33_6_7_png.rf.6df10d3ab88b25709195c4a1d8815f69.txt,16,"0,1,2,3,6,7,8,9,10,11,12,13,14,15,16,30",08|fd|33|6|7|png|rf|6|df|10|d|3|ab|88|b|25709195|c|4|a|1|d|8815|f|69,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\08fd33_9_1_png.rf.0fcdec5fcc96b4bb2e71603232b61789.jpg,582d243bb7eb8f94519172edd30ff11103dc0adf,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\08fd33_9_1_png.rf.0fcdec5fcc96b4bb2e71603232b61789.txt,13,"16,17,18,19,20,21,22,23,24,25,26,27,31",08|fd|33|9|1|png|rf|0|fcdec|5|fcc|96|b|4|bb|2|e|71603232|b|61789,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\08fd33_9_4_png.rf.cd21f98fc351716daa01a9b3597a37ee.jpg,3eaa4c31c9c4deb3dcbd792fc294e32d934abffb,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\08fd33_9_4_png.rf.cd21f98fc351716daa01a9b3597a37ee.txt,15,"13,14,15,16,17,18,19,20,21,22,23,24,25,26,31",08|fd|33|9|4|png|rf|cd|21|f|98|fc|351716|daa|01|a|9|b|3597|a|37|ee,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\08fd33_9_7_png.rf.780a59b0cf9ace52a0bbb50200e05024.jpg,5fc26868691289a0523a186c62982dd81a321811,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\08fd33_9_7_png.rf.780a59b0cf9ace52a0bbb50200e05024.txt,13,"13,14,15,16,17,18,19,21,22,24,25,30,31",08|fd|33|9|7|png|rf|780|a|59|b|0|cf|9|ace|52|a|0|bbb|50200|e|05024,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0a2d9b_2_12_png.rf.3588077755201d134d236bc70bd7070d.jpg,d224f070e7e35e9e3901467489cc4bc2dddb60c1,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0a2d9b_2_12_png.rf.3588077755201d134d236bc70bd7070d.txt,19,"13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31",0|a|2|d|9|b|2|12|png|rf|3588077755201|d|134|d|236|bc|70|bd|7070|d,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0a2d9b_2_3_png.rf.808aead2c26f644ce6fc8266ab273cbd.jpg,85deb8f97cd6d5cac30c48d9e1c3f24c85f77819,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0a2d9b_2_3_png.rf.808aead2c26f644ce6fc8266ab273cbd.txt,16,"0,1,2,6,8,9,10,11,12,13,14,15,16,17,30,31",0|a|2|d|9|b|2|3|png|rf|808|aead|2|c|26|f|644|ce|6|fc|8266|ab|273|cbd,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0a2d9b_6_11_png.rf.31c4e7edd4118e6a8c85db42adb49d28.jpg,a88bb3e2c59bad1f0230b3e4ac35958772a5d8eb,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0a2d9b_6_11_png.rf.31c4e7edd4118e6a8c85db42adb49d28.txt,18,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,30",0|a|2|d|9|b|6|11|png|rf|31|c|4|e|7|edd|4118|e|6|a|8|c|85|db|42|adb|49|d|28,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0a2d9b_6_12_png.rf.f572c1845efdc638afa4f70696844989.jpg,01b08040c6efb3eb9c4b7c4990fd59fd1d8011df,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0a2d9b_6_12_png.rf.f572c1845efdc638afa4f70696844989.txt,18,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,30",0|a|2|d|9|b|6|12|png|rf|f|572|c|1845|efdc|638|afa|4|f|70696844989,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0a2d9b_6_1_png.rf.e5da6268d50f565b927f0e3a604c4e16.jpg,04875709979c47bfab87ea20cbc2d0c8f5244a62,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0a2d9b_6_1_png.rf.e5da6268d50f565b927f0e3a604c4e16.txt,12,"13,14,15,16,17,18,19,22,24,25,30,31",0|a|2|d|9|b|6|1|png|rf|e|5|da|6268|d|50|f|565|b|927|f|0|e|3|a|604|c|4|e|16,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0a2d9b_6_5_png.rf.83d1b35b8fd7a172eecb8f734991fca4.jpg,853717736d752ae7e594c7d2ab3b742fee85d7e3,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0a2d9b_6_5_png.rf.83d1b35b8fd7a172eecb8f734991fca4.txt,8,"13,14,15,16,17,18,30,31",0|a|2|d|9|b|6|5|png|rf|83|d|1|b|35|b|8|fd|7|a|172|eecb|8|f|734991|fca|4,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0a2d9b_6_6_png.rf.d005ff0e69fa7fbab1b6f6068eba545a.jpg,a8576030e5465eeed64af56affc5626d7a6b4b98,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0a2d9b_6_6_png.rf.d005ff0e69fa7fbab1b6f6068eba545a.txt,8,"9,13,14,15,16,17,30,31",0|a|2|d|9|b|6|6|png|rf|d|005|ff|0|e|69|fa|7|fbab|1|b|6|f|6068|eba|545|a,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0a2d9b_7_11_png.rf.802c3a0078adbdb2269810c58dc338d3.jpg,48497ac06f411e71d7e3a3fd4663ee43aa1813b0,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0a2d9b_7_11_png.rf.802c3a0078adbdb2269810c58dc338d3.txt,19,"13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31",0|a|2|d|9|b|7|11|png|rf|802|c|3|a|0078|adbdb|2269810|c|58|dc|338|d|3,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0a2d9b_7_14_png.rf.51cfa462c6e006b515c8750e8a53a613.jpg,c5553087a342570b1d126aab267e9269c0254477,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0a2d9b_7_14_png.rf.51cfa462c6e006b515c8750e8a53a613.txt,18,"13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31",0|a|2|d|9|b|7|14|png|rf|51|cfa|462|c|6|e|006|b|515|c|8750|e|8|a|53|a|613,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0a2d9b_7_2_png.rf.8c68577f01a042f5d405908d5c5e5b0b.jpg,07a90e8bd820c06eafe7d0a9287743ca8ec30b0a,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0a2d9b_7_2_png.rf.8c68577f01a042f5d405908d5c5e5b0b.txt,17,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,30",0|a|2|d|9|b|7|2|png|rf|8|c|68577|f|01|a|042|f|5|d|405908|d|5|c|5|e|5|b|0|b,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0a2d9b_7_9_png.rf.2001ddc5cc8df9a8cf58dc82a978dee9.jpg,a4a54eb5e5383213983c2d9aaa71519de59a4a18,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0a2d9b_7_9_png.rf.2001ddc5cc8df9a8cf58dc82a978dee9.txt,18,"13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31",0|a|2|d|9|b|7|9|png|rf|2001|ddc|5|cc|8|df|9|a|8|cf|58|dc|82|a|978|dee|9,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0bfacc_1_10_png.rf.25561bf33521f0589f965dda5e966628.jpg,d949e7fd921e36fc4f35aaedae4660991dd5d9d7,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0bfacc_1_10_png.rf.25561bf33521f0589f965dda5e966628.txt,17,"0,1,2,3,6,7,8,9,10,11,12,13,14,15,16,30,31",0|bfacc|1|10|png|rf|25561|bf|33521|f|0589|f|965|dda|5|e|966628,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0bfacc_1_12_png.rf.8e11ada55acec9d67bba07220d55bff6.jpg,ad1c338c5f99984d9a6181849ace920c6ed4df76,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0bfacc_1_12_png.rf.8e11ada55acec9d67bba07220d55bff6.txt,17,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,30",0|bfacc|1|12|png|rf|8|e|11|ada|55|acec|9|d|67|bba|07220|d|55|bff|6,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0bfacc_1_13_png.rf.6ec237cce9454365505e142a3403e7dc.jpg,03df1ea9bb6fb845d7babe598285a79262682f38,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0bfacc_1_13_png.rf.6ec237cce9454365505e142a3403e7dc.txt,17,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,30",0|bfacc|1|13|png|rf|6|ec|237|cce|9454365505|e|142|a|3403|e|7|dc,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0bfacc_1_14_png.rf.106c0af904ff10560a5c000280acdd1c.jpg,7725df2912e8f4528232a16e703efd7ee1be22d8,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0bfacc_1_14_png.rf.106c0af904ff10560a5c000280acdd1c.txt,15,"0,1,2,3,4,6,7,8,9,10,11,12,15,16,30",0|bfacc|1|14|png|rf|106|c|0|af|904|ff|10560|a|5|c|000280|acdd|1|c,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0bfacc_1_15_png.rf.862ca3d2d2c81c6b4ac62add2c1c1a72.jpg,c45722ad4178d313c32a78bf600c0a684deba7f4,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0bfacc_1_15_png.rf.862ca3d2d2c81c6b4ac62add2c1c1a72.txt,17,"0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,30",0|bfacc|1|15|png|rf|862|ca|3|d|2|d|2|c|81|c|6|b|4|ac|62|add|2|c|1|c|1|a|72,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0bfacc_1_2_png.rf.b12c47d2d97bce7e66e5ea77db336e2e.jpg,4b32124f0ba8cb4ad12286c6fd3db2f22269f7c6,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0bfacc_1_2_png.rf.b12c47d2d97bce7e66e5ea77db336e2e.txt,16,"13,14,15,16,17,18,19,20,21,22,23,24,25,26,30,31",0|bfacc|1|2|png|rf|b|12|c|47|d|2|d|97|bce|7|e|66|e|5|ea|77|db|336|e|2|e,human_metadata_required,human_metadata_required,human_metadata_required,
train,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\images\0bfacc_1_3_png.rf.e4e8037cf4115856a0f7788b167fd55b.jpg,1ecc7018faec8bac42b79b816a6c6e4e1b207747,960x960,D:\SportsStrategyCoachAI\datasets\processed\field_datasets\2\train\labels\0bfacc_1_3_png.rf.e4e8037cf4115856a0f7788b167fd55b.txt,16,"13,14,15,16,17,18,19,20,21,22,23,24,25,26,30,31",0|bfacc|1|3|png|rf|e|4|e|8037|cf|4115856|a|0|f|7788|b|167|fd|55|b,human_metadata_required,human_metadata_required,human_metadata_required,
